4225
[12.1856,-0.00433731,-21.8963]
[0,0.332142,3][0]
[1,0.213366,3][0]
[2,0.128833,3][0]
[3,0.0729546,3][0]
[4,0.0386053,3][0]
[5,0.018997,3][0]
[6,0.00864928,3][0]
[7,0.00362912,3][0]
[8,0.00139975,3][0]
[9,0.000494853,3][0]
[10,0.000159141,3][0]
[11,4.55671e-05,3][0]
[12,1.09557e-05,3][0]
[13,1.79468e-06,3][0]
[14,-9.53776e-08,3][0]
[15,-2.61554e-07,3][0]
[16,-1.59958e-07,3][0]
[17,-7.92406e-08,3][0]
[18,-3.81245e-08,3][1]
[19,-1.86908e-08,3][1]
[20,-9.14848e-09,3][0]
[21,-4.30612e-09,3][0]
[22,-1.90014e-09,3][0]
[23,-7.77277e-10,3][0]
[24,-2.93835e-10,3][0]
[25,-1.02657e-10,3][0]
[26,-3.3167e-11,3][0]
[27,-9.91141e-12,3][0]
[28,-2.73782e-12,3][0]
[29,-6.98093e-13,3][0]
[30,-1.64091e-13,3][0]
[31,-3.62635e-14,3][0]
[32,-1.20209e-14,3][0]
[-32,0.0227462,2][0]
[-31,0.0241638,2][0]
[-30,0.0254665,2][0]
[-29,0.0291529,2][0]
[-28,0.0348933,2][0]
[-27,0.0419307,2][0]
[-26,0.0489407,2][0]
[-25,0.0547912,2][1]
[-24,0.0603164,2][1]
[-23,0.068004,2][0]
[-22,0.0808947,2][0]
[-21,0.101161,2][0]
[-20,0.130821,2][0]
[-19,0.172286,2][0]
[-18,0.22903,2][0]
[-17,0.310121,2][0]
[-16,0.442604,2][0]
[-15,0.675976,2][1]
[-14,1.04776,2][1]
[-13,1.54198,2][1]
[-12,2.13128,2][0]
[-11,2.67049,2][0]
[-10,3.00629,2][0]
[-9,3.09549,2][0]
[-8,3.0421,2][0]
[-7,2.95526,2][0]
[-6,2.73738,2][0]
[-5,2.33407,2][1]
[-4,1.82452,2][1]
[-3,1.35307,2][0]
[-2,0.990572,2][0]
[-1,0.704667,2][0]
[0,0.481288,2][1]
[1,0.311414,2][1]
[2,0.190128,2][0]
[3,0.109337,2][0]
[4,0.0590718,2][0]
[5,0.0298727,2][0]
[6,0.0140798,2][0]
[7,0.0061626,2][0]
[8,0.00249936,2][0]
[9,0.000938528,2][0]
[10,0.000325791,2][0]
[11,0.000103765,2][0]
[12,2.95666e-05,2][0]
[13,6.95431e-06,2][0]
[14,9.09108e-07,2][0]
[15,-3.32202e-07,2][0]
[16,-3.90228e-07,2][0]
[17,-2.53476e-07,2][0]
[18,-1.39186e-07,2][1]
[19,-7.01385e-08,2][1]
[20,-3.31344e-08,2][0]
[21,-1.47175e-08,2][0]
[22,-6.13282e-09,2][0]
[23,-2.39078e-09,2][0]
[24,-8.69882e-10,2][0]
[25,-2.94849e-10,2][0]
[26,-9.29362e-11,2][0]
[27,-2.71899e-11,2][0]
[28,-7.36811e-12,2][0]
[29,-1.84507e-12,2][0]
[30,-4.26124e-13,2][0]
[31,-9.24713e-14,2][0]
[32,-3.00918e-14,2][0]
[-32,0.0128871,1][0]
[-31,0.0138651,1][0]
[-30,0.0148599,1][0]
[-29,0.017793,1][0]
[-28,0.0226899,1][0]
[-27,0.0289443,1][0]
[-26,0.0346367,1][0]
[-25,0.037633,1][1]
[-24,0.0384063,1][1]
[-23,0.0409378,1][0]
[-22,0.048505,1][0]
[-21,0.0623145,1][0]
[-20,0.0828415,1][0]
[-19,0.111176,1][0]
[-18,0.150325,1][0]
[-17,0.213598,1][0]
[-16,0.348949,1][0]
[-15,0.65568,1][1]
[-14,1.22031,1][1]
[-13,2.0255,1][0]
[-12,3.00068,1][0]
[-11,4.02176,1][0]
[-10,4.61935,1][0]
[-9,4.66514,1][0]
[-8,4.58863,1][0]
[-7,4.55922,1][0]
[-6,4.37915,1][0]
[-5,3.71642,1][0]
[-4,2.77208,1][0]
[-3,1.95254,1][0]
[-2,1.3491,1][0]
[-1,0.942661,1][0]
[0,0.642541,1][1]
[1,0.416868,1][1]
[2,0.255694,1][0]
[3,0.14795,1][0]
[4,0.0805742,1][0]
[5,0.041176,1][0]
[6,0.0196745,1][0]
[7,0.00875981,1][0]
[8,0.00362517,1][0]
[9,0.00139193,1][0]
[10,0.000494236,1][0]
[11,0.000160452,1][0]
[12,4.58847e-05,1][0]
[13,1.01053e-05,1][0]
[14,4.61759e-07,1][0]
[15,-1.34521e-06,1][0]
[16,-1.18613e-06,1][0]
[17,-7.44933e-07,1][0]
[18,-4.06988e-07,1][1]
[19,-2.03757e-07,1][1]
[20,-9.50616e-08,1][0]
[21,-4.15272e-08,1][0]
[22,-1.69921e-08,1][0]
[23,-6.50473e-09,1][0]
[24,-2.3257e-09,1][0]
[25,-7.75199e-10,1][0]
[26,-2.40412e-10,1][0]
[27,-6.92252e-11,1][0]
[28,-1.8465e-11,1][0]
[29,-4.55134e-12,1][0]
[30,-1.03454e-12,1][0]
[31,-2.2078e-13,1][0]
[32,-7.06275e-14,1][0]
[-32,0.00724799,0][0]
[-31,0.00806475,0][0]
[-30,0.00900443,0][0]
[-29,0.0118205,0][0]
[-28,0.0167471,0][0]
[-27,0.0231321,0][0]
[-26,0.028229,0][0]
[-25,0.028601,0][1]
[-24,0.0246277,0][1]
[-23,0.0211632,0][0]
[-22,0.0221214,0][0]
[-21,0.0277872,0][0]
[-20,0.0372655,0][0]
[-19,0.0505242,0][0]
[-18,0.0703169,0][0]
[-17,0.114703,0][0]
[-16,0.25452,0][0]
[-15,0.642087,0][1]
[-14,1.42078,0][1]
[-13,2.54789,0][0]
[-12,4.14612,0][0]
[-11,5.70774,0][0]
[-10,6.15265,0][0]
[-9,6.39357,0][0]
[-8,6.38878,0][0]
[-7,6.39572,0][0]
[-6,6.39301,0][0]
[-5,5.39369,0][0]
[-4,3.95787,0][0]
[-3,2.57927,0][0]
[-2,1.7167,0][0]
[-1,1.17743,0][0]
[0,0.79829,0][1]
[1,0.517709,0][1]
[2,0.318029,0][0]
[3,0.184478,0][0]
[4,0.100818,0][0]
[5,0.051778,0][0]
[6,0.0249125,0][0]
[7,0.0111919,0][0]
[8,0.00467813,0][0]
[9,0.00181089,0][0]
[10,0.000642811,0][0]
[11,0.000203611,0][0]
[12,5.26287e-05,0][0]
[13,6.72002e-06,0][0]
[14,-4.206e-06,0][0]
[15,-4.9328e-06,0][0]
[16,-3.46706e-06,0][0]
[17,-2.04558e-06,0][1]
[18,-1.09052e-06,0][1]
[19,-5.38314e-07,0][1]
[20,-2.48175e-07,0][0]
[21,-1.07117e-07,0][0]
[22,-4.3282e-08,0][0]
[23,-1.63537e-08,0][0]
[24,-5.76908e-09,0][0]
[25,-1.89675e-09,0][0]
[26,-5.80073e-10,0][0]
[27,-1.64672e-10,0][0]
[28,-4.32954e-11,0][0]
[29,-1.0517e-11,0][0]
[30,-2.35553e-12,0][0]
[31,-4.94951e-13,0][0]
[32,-1.55838e-13,0][0]
[-32,0.00435073,-1][0]
[-31,0.0052051,-1][0]
[-30,0.00627599,-1][0]
[-29,0.00944423,-1][0]
[-28,0.0149868,-1][0]
[-27,0.021891,-1][0]
[-26,0.0267709,-1][0]
[-25,0.0253471,-1][1]
[-24,0.0182477,-1][1]
[-23,0.0110429,-1][0]
[-22,0.00799374,-1][0]
[-21,0.0086544,-1][0]
[-20,0.0113862,-1][0]
[-19,0.0155881,-1][0]
[-18,0.0241781,-1][0]
[-17,0.059928,-1][0]
[-16,0.214089,-1][0]
[-15,0.684672,-1][1]
[-14,1.65461,-1][1]
[-13,3.04641,-1][0]
[-12,5.23044,-1][0]
[-11,6.72584,-1][0]
[-10,6.74749,-1][0]
[-9,7.15201,-1][0]
[-8,7.23437,-1][0]
[-7,7.20858,-1][0]
[-6,7.14968,-1][0]
[-5,6.56601,-1][0]
[-4,5.07316,-1][0]
[-3,3.10177,-1][0]
[-2,2.05083,-1][0]
[-1,1.38878,-1][0]
[0,0.934298,-1][1]
[1,0.604321,-1][1]
[2,0.371082,-1][0]
[3,0.215347,-1][0]
[4,0.117821,-1][0]
[5,0.0606303,-1][0]
[6,0.0292578,-1][0]
[7,0.0131872,-1][0]
[8,0.00551928,-1][0]
[9,0.00212206,-1][0]
[10,0.000730857,-1][0]
[11,0.000209303,-1][0]
[12,3.50226e-05,-1][0]
[13,-1.24723e-05,-1][0]
[14,-1.88217e-05,-1][0]
[15,-1.45033e-05,-1][0]
[16,-9.16268e-06,-1][0]
[17,-5.18812e-06,-1][1]
[18,-2.71027e-06,-1][1]
[19,-1.32026e-06,-1][1]
[20,-6.019e-07,-1][0]
[21,-2.56971e-07,-1][0]
[22,-1.02671e-07,-1][0]
[23,-3.83422e-08,-1][0]
[24,-1.33626e-08,-1][0]
[25,-4.33853e-09,-1][0]
[26,-1.30983e-09,-1][0]
[27,-3.66965e-10,-1][0]
[28,-9.51967e-11,-1][0]
[29,-2.28125e-11,-1][0]
[30,-5.03972e-12,-1][0]
[31,-1.04385e-12,-1][0]
[32,-3.2386e-13,-1][0]
[-32,0.00311346,-2][0]
[-31,0.00413955,-2][0]
[-30,0.00547135,-2][0]
[-29,0.00931347,-2][0]
[-28,0.0157737,-2][0]
[-27,0.02312,-2][0]
[-26,0.027014,-2][0]
[-25,0.0239963,-2][1]
[-24,0.0151459,-2][1]
[-23,0.00707423,-2][0]
[-22,0.00293732,-2][0]
[-21,0.00193355,-2][0]
[-20,0.00224861,-2][0]
[-19,0.00321059,-2][0]
[-18,0.00818722,-2][0]
[-17,0.0442104,-2][0]
[-16,0.219525,-2][0]
[-15,0.76628,-2][1]
[-14,1.8934,-2][1]
[-13,3.47642,-2][0]
[-12,5.44942,-2][0]
[-11,6.60591,-2][0]
[-10,6.86429,-2][0]
[-9,7.15751,-2][0]
[-8,7.25448,-2][0]
[-7,7.21185,-2][0]
[-6,6.94383,-2][0]
[-5,7.57762,-2][0]
[-4,6.78588,-2][0]
[-3,3.96802,-2][0]
[-2,2.32417,-2][0]
[-1,1.56203,-2][0]
[0,1.04182,-2][1]
[1,0.671179,-2][1]
[2,0.411401,-2][0]
[3,0.238478,-2][0]
[4,0.130364,-2][0]
[5,0.0670302,-2][0]
[6,0.0322986,-2][0]
[7,0.0144976,-2][0]
[8,0.0059945,-2][0]
[9,0.00222755,-2][0]
[10,0.000695045,-2][0]
[11,0.000136001,-2][0]
[12,-3.42546e-05,-2][0]
[13,-6.51891e-05,-2][0]
[14,-5.44963e-05,-2][0]
[15,-3.67003e-05,-2][0]
[16,-2.20285e-05,-2][0]
[17,-1.21716e-05,-2][0]
[18,-6.26597e-06,-2][1]
[19,-3.01851e-06,-2][1]
[20,-1.3622e-06,-2][0]
[21,-5.75688e-07,-2][0]
[22,-2.27611e-07,-2][0]
[23,-8.40765e-08,-2][0]
[24,-2.89709e-08,-2][0]
[25,-9.29663e-09,-2][0]
[26,-2.77314e-09,-2][0]
[27,-7.6745e-10,-2][0]
[28,-1.96622e-10,-2][0]
[29,-4.65276e-11,-2][0]
[30,-1.01491e-11,-2][0]
[31,-2.07442e-12,-2][0]
[32,-6.34931e-13,-2][0]
[-32,0.00281253,-3][0]
[-31,0.00409696,-3][0]
[-30,0.00577765,-3][0]
[-29,0.010512,-3][0]
[-28,0.0180931,-3][0]
[-27,0.0256486,-3][0]
[-26,0.0279715,-3][1]
[-25,0.0222454,-3][1]
[-24,0.0129041,-3][0]
[-23,0.00522822,-3][0]
[-22,0.00153505,-3][0]
[-21,0.000426921,-3][0]
[-20,0.000274125,-3][0]
[-19,0.000562599,-3][0]
[-18,0.00518998,-3][0]
[-17,0.0449838,-3][0]
[-16,0.242803,-3][0]
[-15,0.859677,-3][1]
[-14,2.11971,-3][1]
[-13,3.85223,-3][0]
[-12,5.4954,-3][0]
[-11,6.61853,-3][0]
[-10,7.18561,-3][0]
[-9,7.4104,-3][0]
[-8,7.48246,-3][0]
[-7,7.43509,-3][0]
[-6,7.13249,-3][0]
[-5,7.37965,-3][0]
[-4,6.6319,-3][0]
[-3,4.20708,-3][0]
[-2,2.52352,-3][0]
[-1,1.68818,-3][1]
[0,1.11751,-3][1]
[1,0.716736,-3][1]
[2,0.438074,-3][0]
[3,0.253264,-3][0]
[4,0.13799,-3][0]
[5,0.0705799,-3][0]
[6,0.033673,-3][0]
[7,0.0148063,-3][0]
[8,0.0058513,-3][0]
[9,0.00194637,-3][0]
[10,0.000415919,-3][0]
[11,-9.24095e-05,-3][0]
[12,-0.000204088,-3][0]
[13,-0.000183011,-3][0]
[14,-0.000131142,-3][0]
[15,-8.34148e-05,-3][0]
[16,-4.875e-05,-3][0]
[17,-2.65277e-05,-3][0]
[18,-1.35076e-05,-3][0]
[19,-6.44545e-06,-3][1]
[20,-2.88194e-06,-3][1]
[21,-1.20649e-06,-3][0]
[22,-4.72347e-07,-3][0]
[23,-1.72703e-07,-3][0]
[24,-5.88827e-08,-3][0]
[25,-1.86901e-08,-3][0]
[26,-5.5132e-09,-3][0]
[27,-1.50848e-09,-3][0]
[28,-3.82046e-10,-3][0]
[29,-8.93612e-11,-3][0]
[30,-1.92658e-11,-3][0]
[31,-3.89022e-12,-3][0]
[32,-1.17601e-12,-3][0]
[-32,0.00299311,-4][0]
[-31,0.00458728,-4][0]
[-30,0.00667274,-4][0]
[-29,0.0124537,-4][0]
[-28,0.0213653,-4][0]
[-27,0.0293773,-4][0]
[-26,0.0300564,-4][1]
[-25,0.0220686,-4][1]
[-24,0.0114102,-4][0]
[-23,0.00418194,-4][0]
[-22,0.00104501,-4][0]
[-21,0.000178102,-4][0]
[-20,2.83394e-05,-4][0]
[-19,0.000263781,-4][0]
[-18,0.0052655,-4][0]
[-17,0.049154,-4][0]
[-16,0.267718,-4][0]
[-15,0.947761,-4][1]
[-14,2.32534,-4][1]
[-13,4.1792,-4][0]
[-12,5.86798,-4][0]
[-11,6.93106,-4][0]
[-10,7.39986,-4][0]
[-9,7.55052,-4][0]
[-8,7.57211,-4][0]
[-7,7.47758,-4][0]
[-6,7.16017,-4][0]
[-5,6.43331,-4][0]
[-4,6.8404,-4][0]
[-3,5.44964,-4][0]
[-2,2.63889,-4][0]
[-1,1.76446,-4][1]
[0,1.16236,-4][1]
[1,0.742291,-4][1]
[2,0.451916,-4][0]
[3,0.259977,-4][0]
[4,0.140423,-4][0]
[5,0.0705006,-4][0]
[6,0.0322684,-4][0]
[7,0.0129601,-4][0]
[8,0.00416722,-4][0]
[9,0.000694608,-4][0]
[10,-0.000410734,-4][0]
[11,-0.000624594,-4][0]
[12,-0.000555533,-4][0]
[13,-0.000417536,-4][0]
[14,-0.000281223,-4][0]
[15,-0.000173936,-4][0]
[16,-0.000100093,-4][0]
[17,-5.38936e-05,-4][0]
[18,-2.72015e-05,-4][0]
[19,-1.28717e-05,-4][1]
[20,-5.7068e-06,-4][1]
[21,-2.3682e-06,-4][1]
[22,-9.18721e-07,-4][0]
[23,-3.32733e-07,-4][0]
[24,-1.12335e-07,-4][0]
[25,-3.52985e-08,-4][0]
[26,-1.03056e-08,-4][0]
[27,-2.7904e-09,-4][0]
[28,-6.99278e-10,-4][0]
[29,-1.61832e-10,-4][0]
[30,-3.45196e-11,-4][0]
[31,-6.89353e-12,-4][0]
[32,-2.06047e-12,-4][0]
[-32,0.00337183,-5][0]
[-31,0.00529743,-5][0]
[-30,0.00781385,-5][0]
[-29,0.0147303,-5][0]
[-28,0.0252024,-5][0]
[-27,0.0341263,-5][0]
[-26,0.0340753,-5][1]
[-25,0.0239578,-5][1]
[-24,0.0115985,-5][0]
[-23,0.00381093,-5][0]
[-22,0.000841571,-5][0]
[-21,0.000117762,-5][0]
[-20,9.50449e-06,-5][0]
[-19,0.000265417,-5][0]
[-18,0.0056365,-5][0]
[-17,0.0527745,-5][0]
[-16,0.287247,-5][0]
[-15,1.01455,-5][1]
[-14,2.47779,-5][1]
[-13,4.41248,-5][0]
[-12,6.11147,-5][0]
[-11,7.11369,-5][0]
[-10,7.50966,-5][0]
[-9,7.59824,-5][0]
[-8,7.55316,-5][0]
[-7,7.39111,-5][0]
[-6,7.02749,-5][0]
[-5,6.31087,-5][0]
[-4,7.28113,-5][0]
[-3,5.95729,-5][0]
[-2,2.6758,-5][0]
[-1,1.79557,-5][0]
[0,1.18043,-5][1]
[1,0.750675,-5][1]
[2,0.45456,-5][0]
[3,0.259041,-5][0]
[4,0.136588,-5][0]
[5,0.0639761,-5][0]
[6,0.0240013,-5][0]
[7,0.00479805,-5][0]
[8,-0.00214384,-5][0]
[9,-0.00318163,-5][0]
[10,-0.00244724,-5][0]
[11,-0.00168984,-5][0]
[12,-0.00120788,-5][0]
[13,-0.000844374,-5][0]
[14,-0.000552098,-5][0]
[15,-0.0003362,-5][0]
[16,-0.000191517,-5][0]
[17,-0.000102289,-5][0]
[18,-5.12429e-05,-5][0]
[19,-2.4067e-05,-5][1]
[20,-1.05879e-05,-5][1]
[21,-4.35832e-06,-5][1]
[22,-1.67656e-06,-5][0]
[23,-6.01909e-07,-5][0]
[24,-2.01388e-07,-5][0]
[25,-6.26991e-08,-5][0]
[26,-1.81339e-08,-5][0]
[27,-4.86342e-09,-5][0]
[28,-1.20712e-09,-5][0]
[29,-2.76677e-10,-5][0]
[30,-5.84489e-11,-5][0]
[31,-1.15559e-11,-5][0]
[32,-3.41897e-12,-5][0]
[-32,0.00375339,-6][0]
[-31,0.00600312,-6][0]
[-30,0.00894363,-6][0]
[-29,0.0169991,-6][0]
[-28,0.0291313,-6][0]
[-27,0.0393673,-6][0]
[-26,0.0390739,-6][1]
[-25,0.0271575,-6][1]
[-24,0.0128423,-6][0]
[-23,0.00403456,-6][0]
[-22,0.000812228,-6][0]
[-21,9.84746e-05,-6][0]
[-20,6.10603e-06,-6][0]
[-19,0.000278077,-6][0]
[-18,0.00589699,-6][0]
[-17,0.0550585,-6][0]
[-16,0.298575,-6][0]
[-15,1.04956,-6][1]
[-14,2.54704,-6][1]
[-13,4.50525,-6][0]
[-12,6.1862,-6][0]
[-11,7.14795,-6][0]
[-10,7.51094,-6][0]
[-9,7.5686,-6][0]
[-8,7.48014,-6][0]
[-7,7.26119,-6][0]
[-6,6.84439,-6][0]
[-5,6.61166,-6][0]
[-4,6.62999,-6][0]
[-3,4.88361,-6][0]
[-2,2.65586,-6][0]
[-1,1.79259,-6][0]
[0,1.17727,-6][1]
[1,0.745083,-6][1]
[2,0.447766,-6][0]
[3,0.250935,-6][0]
[4,0.124635,-6][0]
[5,0.0457741,-6][0]
[6,0.000720855,-6][0]
[7,-0.017902,-6][0]
[8,-0.0185725,-6][0]
[9,-0.0121126,-6][0]
[10,-0.00634548,-6][0]
[11,-0.0035414,-6][0]
[12,-0.00230893,-6][0]
[13,-0.00156031,-6][0]
[14,-0.00100408,-6][0]
[15,-0.000605474,-6][0]
[16,-0.000342353,-6][0]
[17,-0.000181636,-6][0]
[18,-9.0397e-05,-6][0]
[19,-4.21698e-05,-6][1]
[20,-1.84212e-05,-6][1]
[21,-7.52693e-06,-6][1]
[22,-2.87326e-06,-6][0]
[23,-1.02336e-06,-6][0]
[24,-3.39607e-07,-6][0]
[25,-1.0485e-07,-6][0]
[26,-3.00682e-08,-6][0]
[27,-7.99511e-09,-6][0]
[28,-1.96733e-09,-6][0]
[29,-4.4703e-10,-6][0]
[30,-9.36212e-11,-6][0]
[31,-1.83448e-11,-6][0]
[32,-5.37824e-12,-6][0]
[-32,0.00394787,-7][0]
[-31,0.00648788,-7][0]
[-30,0.00981091,-7][0]
[-29,0.0189017,-7][0]
[-28,0.0325991,-7][0]
[-27,0.0441662,-7][1]
[-26,0.0438525,-7][1]
[-25,0.0304235,-7][1]
[-24,0.0143185,-7][0]
[-23,0.0044498,-7][0]
[-22,0.000873261,-7][0]
[-21,9.85934e-05,-7][0]
[-20,5.09515e-06,-7][0]
[-19,0.000286134,-7][0]
[-18,0.00604986,-7][0]
[-17,0.0562578,-7][0]
[-16,0.303584,-7][0]
[-15,1.06099,-7][1]
[-14,2.55918,-7][1]
[-13,4.50043,-7][0]
[-12,6.16545,-7][0]
[-11,7.11766,-7][0]
[-10,7.46699,-7][0]
[-9,7.51227,-7][0]
[-8,7.41259,-7][0]
[-7,7.16862,-7][0]
[-6,6.71201,-7][0]
[-5,6.45552,-7][0]
[-4,6.19432,-7][0]
[-3,4.49899,-7][0]
[-2,2.61232,-7][0]
[-1,1.76791,-7][0]
[0,1.15795,-7][1]
[1,0.728126,-7][1]
[2,0.432942,-7][0]
[3,0.236463,-7][0]
[4,0.105321,-7][0]
[5,0.0145808,-7][0]
[6,-0.0409488,-7][0]
[7,-0.0585277,-7][0]
[8,-0.0465198,-7][0]
[9,-0.0256576,-7][0]
[10,-0.0120811,-7][0]
[11,-0.00632147,-7][0]
[12,-0.00400728,-7][0]
[13,-0.00266852,-7][0]
[14,-0.00170106,-7][0]
[15,-0.00101868,-7][0]
[16,-0.000572588,-7][0]
[17,-0.000302058,-7][0]
[18,-0.000149455,-7][0]
[19,-6.9297e-05,-7][0]
[20,-3.00788e-05,-7][1]
[21,-1.22086e-05,-7][1]
[22,-4.62826e-06,-7][0]
[23,-1.63669e-06,-7][0]
[24,-5.39177e-07,-7][0]
[25,-1.65226e-07,-7][0]
[26,-4.70246e-08,-7][0]
[27,-1.24086e-08,-7][0]
[28,-3.02997e-09,-7][0]
[29,-6.83219e-10,-7][0]
[30,-1.41992e-10,-7][0]
[31,-2.76035e-11,-7][0]
[32,-8.02767e-12,-7][0]
[-32,0.0035725,-8][0]
[-31,0.00637334,-8][0]
[-30,0.0100209,-8][0]
[-29,0.0199612,-8][0]
[-28,0.0349518,-8][0]
[-27,0.0476685,-8][1]
[-26,0.0474644,-8][1]
[-25,0.0329538,-8][1]
[-24,0.0154989,-8][0]
[-23,0.00480682,-8][0]
[-22,0.000939006,-8][0]
[-21,0.000104659,-8][0]
[-20,5.09203e-06,-8][0]
[-19,0.000291951,-8][0]
[-18,0.00615838,-8][0]
[-17,0.057114,-8][0]
[-16,0.307345,-8][0]
[-15,1.07122,-8][1]
[-14,2.57843,-8][1]
[-13,4.52878,-8][0]
[-12,6.20282,-8][0]
[-11,7.15583,-8][0]
[-10,7.48842,-8][0]
[-9,7.51429,-8][0]
[-8,7.39786,-8][0]
[-7,7.13418,-8][0]
[-6,6.65588,-8][0]
[-5,6.18648,-8][0]
[-4,5.3252,-8][0]
[-3,3.83903,-8][0]
[-2,2.56515,-8][0]
[-1,1.72926,-8][0]
[0,1.12536,-8][1]
[1,0.700931,-8][1]
[2,0.4104,-8][0]
[3,0.216329,-8][0]
[4,0.0825943,-8][0]
[5,-0.0174093,-8][0]
[6,-0.084067,-8][0]
[7,-0.0998703,-8][0]
[8,-0.0731181,-8][0]
[9,-0.0391257,-8][0]
[10,-0.018554,-8][0]
[11,-0.0100027,-8][0]
[12,-0.00640899,-8][0]
[13,-0.00424915,-8][0]
[14,-0.00269193,-8][0]
[15,-0.00160349,-8][0]
[16,-0.00089685,-8][0]
[17,-0.000470773,-8][0]
[18,-0.000231735,-8][0]
[19,-0.000106868,-8][0]
[20,-4.6125e-05,-8][1]
[21,-1.86113e-05,-8][1]
[22,-7.01243e-06,-8][0]
[23,-2.46422e-06,-8][0]
[24,-8.0657e-07,-8][0]
[25,-2.45549e-07,-8][0]
[26,-6.94223e-08,-8][0]
[27,-1.81965e-08,-8][0]
[28,-4.41356e-09,-8][0]
[29,-9.88547e-10,-8][0]
[30,-2.04077e-10,-8][0]
[31,-3.94006e-11,-8][0]
[32,-1.13784e-11,-8][0]
[-32,0.00140651,-9][0]
[-31,0.00458706,-9][0]
[-30,0.00857197,-9][0]
[-29,0.0192428,-9][0]
[-28,0.0352765,-9][0]
[-27,0.0489772,-9][0]
[-26,0.0491305,-9][1]
[-25,0.0342114,-9][1]
[-24,0.0161027,-9][0]
[-23,0.00499196,-9][0]
[-22,0.000974022,-9][0]
[-21,0.000108332,-9][0]
[-20,5.23736e-06,-9][0]
[-19,0.000297741,-9][0]
[-18,0.00627727,-9][0]
[-17,0.0582149,-9][0]
[-16,0.31347,-9][0]
[-15,1.0943,-9][1]
[-14,2.6394,-9][1]
[-13,4.64746,-9][0]
[-12,6.36036,-9][0]
[-11,7.31131,-9][0]
[-10,7.61568,-9][0]
[-9,7.59344,-9][0]
[-8,7.42452,-9][0]
[-7,7.12713,-9][0]
[-6,6.64023,-9][0]
[-5,6.17124,-9][0]
[-4,5.50311,-9][0]
[-3,4.00151,-9][0]
[-2,2.51458,-9][0]
[-1,1.67662,-9][0]
[0,1.07839,-9][1]
[1,0.661676,-9][1]
[2,0.377583,-9][0]
[3,0.188103,-9][0]
[4,0.0581164,-9][0]
[5,-0.0379797,-9][0]
[6,-0.100523,-9][0]
[7,-0.112636,-9][0]
[8,-0.083027,-9][0]
[9,-0.0468831,-9][0]
[10,-0.0245434,-9][0]
[11,-0.0144416,-9][0]
[12,-0.00952842,-9][0]
[13,-0.0063186,-9][0]
[14,-0.00398517,-9][0]
[15,-0.00236356,-9][0]
[16,-0.00131642,-9][0]
[17,-0.000688041,-9][0]
[18,-0.000337165,-9][0]
[19,-0.000154759,-9][0]
[20,-6.64665e-05,-9][1]
[21,-2.6682e-05,-9][1]
[22,-1.00002e-05,-9][0]
[23,-3.49509e-06,-9][0]
[24,-1.13764e-06,-9][0]
[25,-3.44391e-07,-9][0]
[26,-9.68135e-08,-9][0]
[27,-2.52309e-08,-9][0]
[28,-6.08469e-09,-9][0]
[29,-1.35505e-09,-9][0]
[30,-2.78143e-10,-9][0]
[31,-5.33857e-11,-9][0]
[32,-1.53251e-11,-9][0]
[-32,-0.00596584,-10][0]
[-31,-0.00175163,-10][0]
[-30,0.00286665,-10][0]
[-29,0.0146267,-10][0]
[-28,0.0319326,-10][0]
[-27,0.0468494,-10][0]
[-26,0.0479791,-10][1]
[-25,0.0336928,-10][1]
[-24,0.0159126,-10][0]
[-23,0.00493834,-10][0]
[-22,0.000963393,-10][0]
[-21,0.000107052,-10][0]
[-20,5.16839e-06,-10][0]
[-19,0.00030427,-10][0]
[-18,0.0064177,-10][0]
[-17,0.0595719,-10][0]
[-16,0.321281,-10][1]
[-15,1.12378,-10][1]
[-14,2.71613,-10][1]
[-13,4.78271,-10][0]
[-12,6.53635,-10][0]
[-11,7.48796,-10][0]
[-10,7.75388,-10][0]
[-9,7.66605,-10][0]
[-8,7.43233,-10][0]
[-7,7.0998,-10][0]
[-6,6.61652,-10][0]
[-5,5.964,-10][0]
[-4,5.49145,-10][0]
[-3,4.16178,-10][0]
[-2,2.44758,-10][0]
[-1,1.60151,-10][0]
[0,1.00974,-10][1]
[1,0.603504,-10][1]
[2,0.327404,-10][0]
[3,0.143804,-10][0]
[4,0.0237735,-10][0]
[5,-0.0533868,-10][0]
[6,-0.0936039,-10][0]
[7,-0.0977412,-10][0]
[8,-0.0761601,-10][0]
[9,-0.0486896,-10][0]
[10,-0.0298295,-10][0]
[11,-0.0194653,-10][0]
[12,-0.0132382,-10][0]
[13,-0.00878898,-10][0]
[14,-0.00552389,-10][0]
[15,-0.00326437,-10][0]
[16,-0.00181165,-10][0]
[17,-0.000943412,-10][0]
[18,-0.000460541,-10][0]
[19,-0.000210545,-10][0]
[20,-9.00498e-05,-10][1]
[21,-3.59934e-05,-10][1]
[22,-1.34302e-05,-10][0]
[23,-4.6725e-06,-10][0]
[24,-1.51384e-06,-10][0]
[25,-4.56118e-07,-10][0]
[26,-1.27613e-07,-10][0]
[27,-3.30993e-08,-10][0]
[28,-7.94414e-09,-10][0]
[29,-1.76073e-09,-10][0]
[30,-3.59702e-10,-10][0]
[31,-6.87039e-11,-10][0]
[32,-1.96248e-11,-10][0]
[-32,-0.0249862,-11][0]
[-31,-0.0180219,-11][0]
[-30,-0.0119656,-11][0]
[-29,0.00232153,-11][0]
[-28,0.0222627,-11][0]
